normalized_sentence_id,source_sentence_id,source_type,document_id,document_title,raw_sentence_text,normalized_sentence_text,normalization_status,split_group_id,split_order,was_split,split_confidence,normalization_type,sentence_role,obligation_level_candidate,subject_candidate,subject_candidate_direct,subject_candidate_inherited,subject_candidate_confidence,inherited_subject_from,object_candidate,object_candidate_direct,object_candidate_inherited,object_candidate_confidence,action_candidate,condition_candidate,hazard_candidate,equipment_candidate,control_candidate,evidence_candidate,noise_flag,noise_recovery_candidate,ambiguity_flag,context_required_flag,duplicate_flag,duplicate_type,canonical_candidate,duplicate_of,duplicate_group_id,quality_issue_codes,confidence,normalization_note,reviewer_note
S0041-01,S0041,law,14467,건설근로자의 고용개선 등에 관한 법률 제7조 (고용 관련 편의시설의 설치 등),제7조의2(고용 관련 편의시설의 설치 등) 사업주는 대통령령으로 정하는 규모 이상의 건설공사가 시행되는 현장에 화장실ㆍ식당ㆍ탈의실 등의 시설을 설치하거나 이용할 수 있도록 조치하여야 한다.,사업주는 대통령령으로 정하는 규모 이상의 건설공사가 시행되는 현장에 화장실ㆍ식당ㆍ탈의실 등의 시설을 설치하거나 이용할 수 있도록 조치하여야 한다.,auto,S0041,1,0,high,header_strip,rule_core,mandatory,employer,employer,,direct_high,,,,,unresolved,install,,,,,제7조의2(고용 관련 편의시설의 설치 등),0,0,0,0,0,,1,,,Q03,medium,,
S0042-01,S0042,law,14468,건설근로자의 고용개선 등에 관한 법률 제7조 (임금비용의 구분지급 및 확인),"제7조의3(임금비용의 구분지급 및 확인) 3 ① ① 국가, 지방자치단체 또는 대통령령으로 정하는 자가 발주하는 건설공사로서 대통령령으로 정하는 규모 이상의 건설공사를 도급하는 자(발주자를 포함하며, 이하 ""도급인""이라 한다)는 그 공사를 도급받은 자(이하 ""수급인""이라 한다)가 건설근로자에게 지급하여야 할 임금에 해당하는 비용(이하 ""임금비용""이라 한다)을 다른 공사비와 구분하여 지급하여야 한다.","3 ① ① 국가, 지방자치단체 또는 대통령령으로 정하는 자가 발주하는 건설공사로서 대통령령으로 정하는 규모 이상의 건설공사를 도급하는 자(발주자를 포함하며, 이하 ""도급인""이라 한다)는 그 공사를 도급받은 자(이하 ""수급인""이라 한다)가 건설근로자에게 지급하여야 할 임금에 해당하는 비용(이하 ""임금비용""이라 한다)을 다른 공사비와 구분하여 지급하여야 한다.",auto,S0042,1,0,high,header_strip,explanation,informative,worker,worker,,direct_high,,,,,unresolved,provide,,,,,제7조의3(임금비용의 구분지급 및 확인),0,0,0,0,0,,1,,,Q03,medium,,
S0043-01,S0043,law,14468,건설근로자의 고용개선 등에 관한 법률 제7조 (임금비용의 구분지급 및 확인),이 경우 임금비용은 매월 지급하여야 한다.,이 경우 임금비용은 매월 지급하여야 한다.,auto_flagged,S0043,1,0,high,"no_change,subject_inherit_prev",rule_core,mandatory,worker,,worker,inherited_prev,prev:S0042-01,,,,unresolved,provide,periodic_schedule,,,ctrl_periodic_inspection,,0,0,0,1,0,,1,,,"Q12,Q03",low,,
S0044-01,S0044,law,14468,건설근로자의 고용개선 등에 관한 법률 제7조 (임금비용의 구분지급 및 확인),② 도급인은 제1항에 따라 수급인에게 건설근로자에 대한 임금비용을 지급할 때에는 수급인이 전월(前月)[임금비용을 최초로 지급한 월(月)에 건설공사가 시작된 경우는 제외한다]에 해당 건설근로자에게 지급한 임금의 내역을 확인하여야 한다.,도급인은 제1항에 따라 수급인에게 건설근로자에 대한 임금비용을 지급할 때에는 수급인이 전월(前月)[임금비용을 최초로 지급한 월(月)에 건설공사가 시작된 경우는 제외한다]에 해당 건설근로자에게 지급한 임금의 내역을 확인하여야 한다.,auto_flagged,S0044,1,0,high,header_strip,exception,exception,contractor,contractor,,direct_high,,,,,unresolved,provide,,,,,,0,0,0,1,0,,1,,,"Q12,Q03",low,,
S0045-01,S0045,law,14468,건설근로자의 고용개선 등에 관한 법률 제7조 (임금비용의 구분지급 및 확인),③ 도급인은 제2항에 따른 임금의 지급내역을 확인한 결과 수급인이 건설근로자에게 임금을 지급하지 아니한 경우에는 그 사실을 고용노동부장관에게 통보하여야 한다.,도급인은 제2항에 따른 임금의 지급내역을 확인한 결과 수급인이 건설근로자에게 임금을 지급하지 아니한 경우에는 그 사실을 고용노동부장관에게 통보하여야 한다.,auto,S0045,1,0,high,header_strip,rule_core,mandatory,contractor,contractor,,direct_high,,,,,unresolved,provide,,,,,,0,0,0,0,0,,1,,,Q03,medium,,
S0046-01,S0046,law,14470,건설근로자의 고용개선 등에 관한 법률 제7조 (기능등급확인증의 발급),"제7조의5(기능등급확인증의 발급) 5 ① ① 국토교통부장관은 건설근로자, 사업주 또는 발주자의 신청이 있으면 국토교통부령으로 정하는 바에 따라 건설근로자의 기능등급에 관한 확인증(이하 ""기능등급확인증""이라 한다)을 신청인에게 발급할 수 있다.","5 ① ① 국토교통부장관은 건설근로자, 사업주 또는 발주자의 신청이 있으면 국토교통부령으로 정하는 바에 따라 건설근로자의 기능등급에 관한 확인증(이하 ""기능등급확인증""이라 한다)을 신청인에게 발급할 수 있다.",auto,S0046,1,0,high,header_strip,explanation,informative,authority,authority,,direct_high,,,,,unresolved,,,,,,제7조의5(기능등급확인증의 발급),0,0,0,0,0,,1,,,,medium,,
S0047-01,S0047,law,14470,건설근로자의 고용개선 등에 관한 법률 제7조 (기능등급확인증의 발급),"다만, 사업주 또는 발주자는 국토교통부령으로 정하는 사유에 해당하는 경우에만 기능등급확인증의 발급을 신청할 수 있다.","다만, 사업주 또는 발주자는 국토교통부령으로 정하는 사유에 해당하는 경우에만 기능등급확인증의 발급을 신청할 수 있다.",auto,S0047,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0048-01,S0048,law,14470,건설근로자의 고용개선 등에 관한 법률 제7조 (기능등급확인증의 발급),② 제1항에 따라 기능등급확인증을 발급받으려는 자는 국토교통부령으로 정하는 바에 따라 수수료를 납부하여야 한다.,제1항에 따라 기능등급확인증을 발급받으려는 자는 국토교통부령으로 정하는 바에 따라 수수료를 납부하여야 한다.,auto,S0048,1,0,high,"header_strip,subject_inherit_prev",rule_core,mandatory,authority,,authority,inherited_prev,prev:S0046-01,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0049-01,S0049,law,14472,건설근로자의 고용개선 등에 관한 법률 제8조 (공제사업의 실시),제8조(공제사업의 실시) 대통령령으로 정하는 건설업 관련 공제조합 및 사업주단체 중 대통령령으로 정하는 기준에 해당하는 자는 건설근로자의 고용안정과 복지증진을 위하여 퇴직공제에 관한 사업 등 건설근로자를 위한 공제사업을 공동으로 실시하여야 한다.,대통령령으로 정하는 건설업 관련 공제조합 및 사업주단체 중 대통령령으로 정하는 기준에 해당하는 자는 건설근로자의 고용안정과 복지증진을 위하여 퇴직공제에 관한 사업 등 건설근로자를 위한 공제사업을 공동으로 실시하여야 한다.,auto,S0049,1,0,high,header_strip,rule_core,mandatory,,,,unresolved,,,,,unresolved,,,,,,제8조(공제사업의 실시),0,0,0,0,0,,1,,,Q02,medium,,
S0050-01,S0050,law,14473,건설근로자의 고용개선 등에 관한 법률 제9조 (건설근로자공제회의 설립 등),"제9조(건설근로자공제회의 설립 등) ① ① 제8조에 따라 공제사업을 실시하는 자는 고용노동부장관의 인가를 받아 건설근로자공제회(이하 ""공제회""라 한다)를 설립하여야 한다.","① 제8조에 따라 공제사업을 실시하는 자는 고용노동부장관의 인가를 받아 건설근로자공제회(이하 ""공제회""라 한다)를 설립하여야 한다.",auto,S0050,1,0,high,"header_strip,evidence_isolate",evidence,informative,,,,unresolved,,,,,unresolved,,,,,,제8조에 따라,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0051-01,S0051,law,14474,건설근로자의 고용개선 등에 관한 법률 제9조 (공제회의 사업),"다만, 제1호의 공제부금 중 퇴직공제금은 피공제자의 퇴직공제금 지급 사업의 용도로만 사용하여야 한다.","다만, 제1호의 공제부금 중 퇴직공제금은 피공제자의 퇴직공제금 지급 사업의 용도로만 사용하여야 한다.",auto,S0051,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,provide,,,,,,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0052-01,S0052,law,14474,건설근로자의 고용개선 등에 관한 법률 제9조 (공제회의 사업),"이 경우 공제회 또는 의뢰를 받는 기관이 해당 사업을 실시하기 위하여는 「국민 평생 직업능력 개발법」, 「직업안정법」 등 그 사업실시와 관련된 법령에서 정한 요건을 갖추어야 한다.","이 경우 공제회 또는 의뢰를 받는 기관이 해당 사업을 실시하기 위하여는 「국민 평생 직업능력 개발법」, 「직업안정법」 등 그 사업실시와 관련된 법령에서 정한 요건을 갖추어야 한다.",auto_flagged,S0052,1,0,high,no_change,rule_core,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,1,0,,1,,,"Q12,Q02",low,,
S0053-01,S0053,law,14476,건설근로자의 고용개선 등에 관한 법률 제9조 (이사회),그 밖에 이사회가 필요하다고 인정한 사항 ② ② 이사장은 다음 각 호의 사항을 이사회에 보고하여야 한다.,그 밖에 이사회가 필요하다고 인정한 사항 ② ② 이사장은 다음 각 호의 사항을 이사회에 보고하여야 한다.,auto_flagged,S0053,1,0,high,no_change,rule_core,mandatory,board,board,,direct_high,,,,,unresolved,report,,,,ctrl_incident_report,,0,0,0,1,0,,1,,,Q12,low,,
S0054-01,S0054,law,14478,건설근로자의 고용개선 등에 관한 법률 제10조 (퇴직공제의 가입),제10조(퇴직공제의 가입) ① ① 「건설산업기본법」 제87조제1항에 따른 건설공사와 대통령령으로 정하는 건설공사를 하는 사업주(사업이 여러 차례의 도급에 의하여 수행되는 경우에는 원수급인을 말한다)는 그 건설공사의 사업시작일부터 당연히 퇴직공제의 가입자가 된다.,① 「건설산업기본법」 제87조제1항에 따른 건설공사와 대통령령으로 정하는 건설공사를 하는 사업주(사업이 여러 차례의 도급에 의하여 수행되는 경우에는 원수급인을 말한다)는 그 건설공사의 사업시작일부터 당연히 퇴직공제의 가입자가 된다.,auto,S0054,1,0,high,header_strip,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,제10조(퇴직공제의 가입),0,0,0,0,0,,1,,,Q02,medium,,
S0055-01,S0055,law,14480,건설근로자의 고용개선 등에 관한 법률 제10조 (소요 비용의 원가계산),"다만, 발주자가 직접 시공하는 건설공사의 경우에는 공사원가 계산서에 퇴직공제에 가입하는 데에 드는 금액을 밝혀야 한다.","다만, 발주자가 직접 시공하는 건설공사의 경우에는 공사원가 계산서에 퇴직공제에 가입하는 데에 드는 금액을 밝혀야 한다.",auto,S0055,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0056-01,S0056,law,14481,건설근로자의 고용개선 등에 관한 법률 제10조 (퇴직공제 관계의 신고),제10조의4(퇴직공제 관계의 신고) 4 ① ① 제10조제1항에 따라 당연히 퇴직공제의 가입자가 된 사업주는 그 건설공사의 사업시작일부터 14일 이내에 공제회에 퇴직공제 관계의 성립을 신고하여야 한다.,4 ① ① 제10조제1항에 따라 당연히 퇴직공제의 가입자가 된 사업주는 그 건설공사의 사업시작일부터 14일 이내에 공제회에 퇴직공제 관계의 성립을 신고하여야 한다.,auto,S0056,1,0,high,header_strip,rule_core,mandatory,employer,employer,,direct_high,,,,,unresolved,report,,,,,제10조의4(퇴직공제 관계의 신고),0,0,0,0,0,,1,,,,medium,,
S0057-01,S0057,law,14484,건설근로자의 고용개선 등에 관한 법률 제13조 (피공제자의 근로일수 신고 및 공제부금의 납부),"<신설 2019.11.26> ④ ④ 대통령령으로 정하는 일정 규모 이상 사업장의 사업주로서 퇴직공제에 가입한 사업주는 피공제자의 근로일수를 신고하기 위하여 피공제자에게 전자카드를 발급하고, 피공제자는 이를 사용하여야 한다.","④ 대통령령으로 정하는 일정 규모 이상 사업장의 사업주로서 퇴직공제에 가입한 사업주는 피공제자의 근로일수를 신고하기 위하여 피공제자에게 전자카드를 발급하고, 피공제자는 이를 사용하여야 한다.",auto,S0057,1,0,high,header_strip,rule_core,mandatory,employer,employer,,direct_high,,,,,unresolved,report,,,,,,0,0,0,0,0,,1,,,,medium,,
S0058-01,S0058,law,14486,건설근로자의 고용개선 등에 관한 법률 제14조 (퇴직공제금의 지급),제14조(퇴직공제금의 지급) ① ① 공제회는 다음 각 호의 사유가 발생한 경우에는 공제부금의 납부 월수(月數)를 고려하여 대통령령으로 정하는 기준에 따라 피공제자나 그 유족에게 퇴직공제금을 지급하여야 한다.,① 공제회는 다음 각 호의 사유가 발생한 경우에는 공제부금의 납부 월수(月數)를 고려하여 대통령령으로 정하는 기준에 따라 피공제자나 그 유족에게 퇴직공제금을 지급하여야 한다.,auto,S0058,1,0,high,header_strip,rule_core,mandatory,authority,authority,,direct_high,,,,,unresolved,provide,,,,,제14조(퇴직공제금의 지급),0,0,0,0,0,,1,,,Q03,medium,,
S0059-01,S0059,law,14486,건설근로자의 고용개선 등에 관한 법률 제14조 (퇴직공제금의 지급),"다만, 피공제자가 둘 이상의 퇴직공제에 가입한 사업주에게 고용되어 근로한 경우에는 각각의 근로일수를 합산한 일수를 기준으로 하여 납부 월수를 계산한다.","다만, 피공제자가 둘 이상의 퇴직공제에 가입한 사업주에게 고용되어 근로한 경우에는 각각의 근로일수를 합산한 일수를 기준으로 하여 납부 월수를 계산한다.",auto,S0059,1,0,high,no_change,exception,exception,employer,employer,,direct_high,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,,medium,,
S0060-01,S0060,law,14487,건설근로자의 고용개선 등에 관한 법률 제15조 (퇴직의 증명 등),제15조(퇴직의 증명 등) ① ① 퇴직공제금을 지급받으려는 자는 퇴직사실을 증명하는 서류와 그 밖에 고용노동부령으로 정하는 서류를 공제회에 제출하여야 한다.,① 퇴직공제금을 지급받으려는 자는 퇴직사실을 증명하는 서류와 그 밖에 고용노동부령으로 정하는 서류를 공제회에 제출하여야 한다.,auto_flagged,S0060,1,0,high,header_strip,rule_core,mandatory,,,,unresolved,,,,,unresolved,provide,,,,,제15조(퇴직의 증명 등),0,0,0,1,0,,1,,,"Q12,Q02,Q03",low,,
S0061-01,S0061,law,14488,건설근로자의 고용개선 등에 관한 법률 제16조 (반환요구 등),"다만, 자진하여 거짓이나 그 밖의 부정한 방법으로 퇴직공제금을 지급받은 사실을 신고하는 경우에는 그 지급받은 퇴직공제금만을 반환하도록 한다.","다만, 자진하여 거짓이나 그 밖의 부정한 방법으로 퇴직공제금을 지급받은 사실을 신고하는 경우에는 그 지급받은 퇴직공제금만을 반환하도록 한다.",auto,S0061,1,0,high,no_change,exception,exception,,,,unresolved,,,,,unresolved,provide,,,,,,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0062-01,S0062,law,14492,건설근로자의 고용개선 등에 관한 법률 제19조 (근로자에 대한 고지),제19조(근로자에 대한 고지) ① ① 퇴직공제에 가입한 사업주는 고용노동부령으로 정하는 바에 따라 건설근로자가 보기 쉬운 장소에 퇴직공제의 내용을 게시하여야 한다.,① 퇴직공제에 가입한 사업주는 고용노동부령으로 정하는 바에 따라 건설근로자가 보기 쉬운 장소에 퇴직공제의 내용을 게시하여야 한다.,auto,S0062,1,0,high,header_strip,rule_core,mandatory,employer,employer,,direct_high,,,,,unresolved,post,,,,,제19조(근로자에 대한 고지),0,0,0,0,0,,1,,,,medium,,
