sample_id,sentence_text,source_type,sentence_type,obligation_level,action_type,condition_type,hazard_candidate,equipment_candidate,work_type_candidate,control_category_candidate,control_type_candidate,control_name_candidate,legal_required_possible,confidence,review_note
S0494,리프트 운행구간 내 출입금지,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0495,● 작업 전·중·후 시트레칭을 실시하고 휴식시간을 갖는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0496,● 유압 테이블 리프트 하부에 출입금지 조치 실시,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0497,"사용토록 안전수칙, 출입금지 표지판 등을 게시하고 안전교육을 실시하여야 함",kosha,education_rule,mandatory,,,,,,training_control,ctrl_safety_training_general,정기 안전보건교육,Y,high,v2_extra|zh=administrative
S0498,경우에는 작업지휘자를 배치하여 안전하게 작업 실시,kosha,condition_trigger,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0499,● 설비 정비 작업 시 작업지휘자 미배치,kosha,equipment_rule,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0500,● KOSHA GUIDE    P-94-2013(안전작업허가 지침),kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0501,안전작업허가서 승인·발급·확인 등 절차 마련 실시(화재·폭발·누출,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0502,※ KOSHA GUIDE P-94-2013(안전작업허가 지침)의 상세 내용 참조,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0503,● 정비·수리 중 위험구역은 출입금지 표시를 하여 다른 작업자가 출입하는,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0504,- 해당 작업에 작업지휘자를 지정하고 당해 작업 지휘 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0505,● 작업지휘자를 지정하여 해당 작업의 지휘를 하도록 한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0506,● 정비작업 실시에 따른 작업반경 내 출입금지 표시,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0507,- 부득이하게 가동 중인 상태에서 작업을 실시할 경우 작업지휘자를 지정하여 위험요인을 감시,kosha,condition_trigger,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0508,● 시야가 확보되지 않는 2인 1조 작업 시 작업지휘자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0509,- 설비의 전 후면에서의 재해를 예방하기 위하여 설비 중간에서 작업을 감시할 수 있는 작업지휘자,kosha,equipment_rule,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0510,"- 작업자 간에 신호체계는 음성 신호가 아닌, 작업지휘자의 확인에 따라 작업 수행",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0511,작업지휘자를 지정한 후 작업계획서에 따라 작업을 지휘하도록 조치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0512,- 떨어짐 위험이 있는 장소 출입금지 및 경고표지 부착,kosha,prohibition,prohibited,,,,,,document_control,ctrl_msds_posting,MSDS·경고표지 게시,Y,high,v2_extra|zh=administrative
S0513,작업 등 위험작업허가 시에 적용,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0514,작업장소를 포함한 인접 위험장소에 대한 최종 인화성 물질 농도측정을 통해 안전한 상태를 확인 후 작업허가를,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0515,● 밀폐공간 내 작업자와 외부감시인 간의 연락방법 설정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0516,● 책임 외부 감시인 지정 및 역할 부여,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0517,밀폐공간작업 허가서 발급 및 승인을 통한 안전확인,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0518,● 밀폐공간 진입 시 외부에 감시자를 배치시킨다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0519,●  작업계획서 작성 및 작업지휘자 지정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0520,점검·정비 작업시 작업지휘자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0521,우려가 있는 경우 작업지휘자를 배치하는 등의 조치,kosha,condition_trigger,informative,,,,,,supervision_control,ctrl_work_leader_designation,작업지휘자 지정,Y,high,v2_extra|zh=supervision
S0522,"하부의 개구부까지 연장하여 설치하거나, 개구부 출입금지를 위한",kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0523,울타리가 설치되어 있거나 감시인이 배치된 곳에 접근 금지,kosha,prohibition,prohibited,,,,,,supervision_control,ctrl_standby_person_assignment,감시인 배치,Y,medium,v2_extra|zh=supervision
S0524,- 제35조 (관리감독자의 유해·위험 방지 업무 등),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0525,"쇄석채취를 위해서는 차량계 건설기계 이용이 절대적이므로, 사전 조사·검토 및 면밀",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=traffic
S0526,"•투입 전 운전원, 유도자 교육",kosha,education_rule,informative,,,,,,traffic_control,ctrl_traffic_guide_assignment,차량 유도자 배치,Y,medium,v2_extra|zh=supervision
S0527,"•장비 조합 시 신호수, 유도자 배치",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0528,•건설현장 차량계 건설기계,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=traffic
S0529,•신호수 배치 및 지시에 따른 운행,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0530,•작업계획서 수립·이행 및 유도자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0531,•주변 근로자에게 신호 및 위험지역 출입금지 조치,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0532,•발파작업 시 화약류 관리보안책임자 입회 하에 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0533,"•작업 간 충분한 안전거리 확보, 무전기 및 수신호 사용",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0534,•스토퍼 설치 및 신호수 배치 등,kosha,equipment_rule,informative,,,,,,supervision_control,ctrl_signalman_assignment,신호수 배치,Y,medium,v2_extra|zh=supervision
S0535,"•건설기계 작업 투입 전 운전원, 유도자 교육 실시",kosha,education_rule,informative,,,,,,traffic_control,ctrl_traffic_guide_assignment,차량 유도자 배치,Y,medium,v2_extra|zh=supervision
S0536,•작업 시 신호수 및 유도자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0537,운행경로 지정 및 유도자 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0538,•낙석 등의 위험이 있는 장소에 근로자 출입금지 조치 및,kosha,prohibition,prohibited,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0539,"관리감독자는 작업자의 작업방법, 작업위치 등을 수시로 확인하고, 필요에 따라 작업방법 변경 등",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0540,"작업발판의 전체 설치높이가 6.6m로 관리감독자가 작업자의 불안전한 작업방법, 안전대 미착용 등을",kosha,ppe_rule,informative,,,,,,supervision_control,ctrl_supervisor_assignment,관리감독자 배치,Y,high,v2_extra|zh=supervision
S0541,관리감독자가 담당하는 작업장에 CO2 호스나 부재 등의 정리·정돈 및 통로 확보 여부를 확인하고,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0542,●  중량물 취급 시 작업지휘자를 배치하지 않은 상태에서,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0543,●  중량물 취급 시 작업지휘자를 통한 지정 및 배치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0544,- 천장크레인 주행로 등 추락 위험이 있는 높이 2m 이상의 장소에서는,kosha,condition_trigger,informative,,,,,,traffic_control,ctrl_vehicle_path_separation,차량·보행자 동선 분리,N,medium,v2_extra|zh=traffic
S0545,"관한 작업계획서를 사전에 작성하고, 작업지휘자를 지정하여",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0546,"● 산업안전보건기준에 관한 규칙    제38조(사전 조사 및 작업계획서의 작성 등), 제39조(작업지휘자의 지정),",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0547,■ 밀폐공간작업 출입허가서 내용 미준수,kosha,document_rule,informative,,,,,,engineering_control,ctrl_confined_space_ventilation,밀폐공간 환기·산소 공급,Y,high,v2_extra|zh=permit
S0548,■ 밀폐공간작업 출입허가서 내용 준수,kosha,document_rule,informative,,,,,,engineering_control,ctrl_confined_space_ventilation,밀폐공간 환기·산소 공급,Y,high,v2_extra|zh=permit
S0549,● 밀폐공간작업 출입허가서 발행 전에 현장 확인 후 승인,kosha,document_rule,informative,,,,,,engineering_control,ctrl_confined_space_ventilation,밀폐공간 환기·산소 공급,Y,high,v2_extra|zh=permit
S0550,- 화기작업허가 및 현장확인 등 안전작업절차에 의한 안전작업 실시,kosha,document_rule,informative,,,,,,permit_control,ctrl_work_permit_issue,작업허가서 발행,N,high,v2_extra|zh=permit
S0551,"●지게차운행시제한속도유지, 유도자배치",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0552,작업계획서 작성 및 작업지휘자 지정 후 안전작업 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0553,"위험예방 대책을 포함한 작업계획서를 작성하고, 작업지휘자 관리 하에",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0554,"●  산업안전보건기준에 관한 규칙    제38조(사전조사 및 작업계획서 작성 등), 제39조(작업지휘자의 지정)",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0555,"울 설치, 관계자 외 출입통제, 안전통로 확보",kosha,equipment_rule,informative,,,,,,administrative_control,ctrl_access_restriction,출입금지·구역 통제,Y,high,v2_extra|zh=administrative
S0556,● 신호수를 배치하여 신호를 준수한다.,kosha,requirement,informative,,,,,,supervision_control,ctrl_signalman_assignment,신호수 배치,Y,medium,v2_extra|zh=supervision
S0557,크레인 취급작업 시 관계자외 출입 제한,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0558,● 누출지역은 관계자 외 출입을 통제할 것,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0559,● 크레인 보수공사 범위 내의 구역에는 관계자 외 출입을 금한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=administrative
S0560,● 반드시 지정된 신호수에 의해 명확한 신호를 받아 작업한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=supervision
S0561,"천식 : 갑작스럽게 발생하는 기침, 천명음(숨을 내쉴 때 쌕쌕거림) 및 흉부압박감",kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0562,"비염 : 맑은 콧물 또는 코막힘, 결막염에 의한 충혈 동반",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0563,•감작반응이 발생한 경우 감작물질에 추가 노출된 직후 또는 수 시간 후에 증상이 발생하며,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0564,그 양이 미량(노출기준 미만) 시 에도 호흡기계의 증상 유발,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0565,지속적인 감작물질 노출의 영향,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0566,•일반적으로 감작반응은 노출 즉시 발생하지는 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0567,감작물질을 호흡한 후 수 개월에서,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0568,심지어는 수 년이 경과한 후 발생하기도 해서 원인규명에 어려울 수 있다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0569,•자동차 도장부서에서 6년간 근무하다,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0570,"천식증상이 발생하였고, 퇴직 이후 다른 업종에서 일을 하면서",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0571,천식 증상이 악화되어 병원치료 중 도료에 포함된 이소시아네이트로 발생한 천식으로 진단,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0572,호흡기 감작물질 노출 근로자의 보건관리,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0573,호흡기 감작물질(Respiratory sensitizer),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0574,천식유발물질 또는 천식원인물질,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0575,"호흡을 통해 유입되는 물질로, 호흡기(코, 인두, 후두, 기관, 기관지 및 폐)에",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0576,작용하여 비가역적인 면역반응을 유발하는 물질,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0577,물질안전보전자료의 2번 항목 유해성·위험성 문구에서 옆의 그림과 함께,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0578,'호흡기 과민성 구분1' 이란 문구가 있으면 호흡기 감작물질이며 새로운 물질을,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0579,도입할 때 EU의 위험문구 분류코드 R42가 이에 해당,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0580,•KOSHA GUIDE H-44-2011 호흡기 감작물질 노출 근로자의 보건관리 지침,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0581,※ 해당 자료의 자세한 내용은 공단 홈페이지▶정보마당▶법령/지침▶안전보건 기술지침을 참고하시기 바랍니다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0582,건강진단 실시 및 증상 발생 감시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0583,•작업배치 전 및 채용 후 호흡기 천식 및 비염 등의 증상 발생 감시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0584,"- 폐기능 검사, 증상 설문지 작성 및 피부단자 검사(Skin prick test) 시행",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0585,•정기적인 특수건강진단 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0586,- 주기와 상관없이 직업성 천식으로 의심되는 근로자가 확인 또는 의심되는 경우에 실시,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0587,"•기존의 감작물질을 안전하고 유해성이 낮은 물질로 대체하고, 감작물질의 사용 중단",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0588,•사용 중단 불가능 시 감작물질이 다른 장소로 확산되지 않도록 공정을 차단(밀폐),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0589,•공정 차단(밀폐) 불가능 시 공정을 부분적으로 차단(밀폐)하고 국소배기장치 제공,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0590,"•보호조치가 적절하게 조절 및 관리가 된다고 할지라도, 근로자들에게 물질에 따른 적절한 호흡용",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0591,보호구를 지급·착용하도록 관리 감독,kosha,ppe_rule,informative,,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,v2_extra|zh=
S0592,"이소시아네이트(TDI, MDI 등)",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0593,우레탄 폼 제조 및 사용공정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0594,접착제 및 레진(epoxy resin 등),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0595,납땜용 플럭스(soldering flux),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0596,소독제 성분(글루타르알데히드),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0597,노출 업무를 중단시키고 의사(직업환경의학 또는 호흡기 전문의사)와 상담 조치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0598,감작된 근로자가 발생한 공정 및 업무에 대한 공정관리 및 개선사항 검토,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0599,직업환경의학 전문의가 실시한 업무적합성 평가 결과에 따른 근로자 적정 배치 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0600,증상(감작된) 근로자에 대한 조치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0601,호흡기 감작물질에 대한 정보 및 건강 위해성,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0602,환기 장치나 보호장치의 오작동 시의 보고,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0603,"초기 증상(기침, 쌕쌕거림, 호흡곤란 등의 증상) 발생 시 사업주에게 즉각 보고하고 조치하는",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0604,유리작업관련 산업현장에서 인력으로 조작하는 수공구를 말한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0605,"작업자가 높은 곳에서 해머 사용 중 무게중심을 잃고 전도, 추락",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0606,해머 등 타격공구 손잡이가 헐겁거나 파손되어 해머머리 비래,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0607,수공구 설계기준을 벗어난 본래 용도 외 사용,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0608,"가공물, 파편의 비래 또는 제품 결속용 밴드(Band) 해체 시 튕김",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0609,작업장 내 정리정돈이 되어있지 않은 상태에서 통로 등에 방치된 수공구에 걸려 전도,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0610,"● 작업의 형태, 대상물의 특성, 작업자의 체력 등을 고려하여 공구의 종류와 크기 선택",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0611,● 올바른 사용방법을 숙지하도록 반복훈련 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0612,"● 가공물, 파편의 비래가 발생할 수 있는 작업장에는 방호판을 설치하고 보안경, 안면보호구 등",kosha,ppe_rule,informative,,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,v2_extra|zh=
S0613,● 고소지역 작업 시 작업발판 설치 또는 안전대 착용,kosha,ppe_rule,informative,,,,,,engineering_control,ctrl_fall_protection_install,추락방지설비 설치,Y,high,v2_extra|zh=
S0614,"● 손잡이 체결상태 및 수공구의 마모, 변형상태 점검",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0615,● 손잡이의 기름 등 이물질을 제거하고 이상 유무 확인 후 사용,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0616,적절한 종류와 크기의 공구 선택,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0617,"보안경, 안면보호구 등 착용",kosha,ppe_rule,informative,,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,v2_extra|zh=
S0618,● 컨베이어 사용 시 안전수칙 준수,kosha,requirement,informative,,,,,,,,,,low,v2_extra|zh=
S0619,"- 운반기계 등의 정비, 청소, 급유, 검사, 수리 등 이와 유사한 작업을 할 경우 근로자에게 위험을 미칠",kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0620,우려가 있을 때에는 해당 기계의 운전을 정지하고 작업을 실시,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0621,- 근로자의 신체의 일부가 컨베이어에 말려드는 위험이 있을 경우 즉시 컨베이어 운전을 정지시킬 수,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0622,있는 급정지 장치를 컨베이어 점검로 상에 설치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0623,- 작업장 내에는 근로자가 사용하기 위한 안전한 점검통로를 설치하고 항상 사용 가능한 상태로,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0624,유지하고 운전 중인 컨베이어 등의 위로 근로자가 넘어가도록 할 때에는 근로자의 위험을 방지하기,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0625,● 벨트 컨베이어 가동 중인 상태에서 스커트 조정작업을 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0626,● 벨트 컨베이어에 비상정지장치 및 보수 점검을 위한 건널다리 또는 점검통로 미설치,kosha,emergency_rule,informative,,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,v2_extra|zh=
S0627,기계설비(컨베이어 등)를 가동시킨 후 수공구를 휴대하고 1차 미분 운반 벨트 컨베이어의 스커트를 점검·,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0628,조정하던 중 몸의 중심을 잃어 넘어지며 벨트와 드럼 사이에 몸이 끼어 사망,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0629,재해사례 : 수공구를 휴대하고 컨베이어 조정작업 중 협착,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0630,● 작업에 적정한 수공구를 사용한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0631,● 사용하기 적정한 상태를 유지한다.,kosha,requirement,informative,,,,,,,,,,low,v2_extra|zh=
S0632,● 수공구를 던지지 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0633,● 손상된 수공구를 사용하지 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0634,● 사용하기 전에 수공구 상태를 점검한다.,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0635,● 수공구를 손에 들고 사다리 등을 오르지 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0636,● 작업을 할 때 손이 수공구를 잡고 있지 않도록 한다.,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0637,● 수공구는 설계된 목적 외로 사용하지 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0638,● 사용할 수 없는 수공구는 꼬리표를 부착하고 수리될 때 까지 사용하지 않는다.,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0639,● 수공구는 높은 곳에서 다른 작업자에게 떨어뜨리지 않도록 관리한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0640,● 수공구는 각 작업자에게 책임을 부여하고 부적절한 수공구를 발견 시 즉시 수리 또는 보고 절차를,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0641,● 칼 등 날카로운 수공구는 적절한 방법으로 보호한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0642,● 사용 후 적절한 보관함 등을 활용하여 제자리에 보관한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0643,● 작업복 호주머니에 날카로운 수공구를 넣고 다니지 않는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0644,"● 모든 수공구는 기록·관리 하고, 항상 안전하고 정상적인 상태로 사용할 수 있도록 한다.",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0645,● 산업안전보건기준에 관한 규칙 제3조 (전도의 방지),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0646,● KOSHA GUIDE G-44-2011 수공구 사용 안전지침,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0647,● 사출가공의 자동화는 원래 대량생산을 지향하는 사출가공업체에서 그 중요성이 인식되어 왔다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0648,최근 상품자체가 다양해져 다품종 소량생산에 대한 요구가 커짐에 따라서 사출가공도 이러한 요구에,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0649,대응할 수 있는 방향으로 생산체제가 변화되고 있다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0650,● 특히 가공생산 분야에서는 작업의 준비시간을 단축하여 시설 가동율을 극대화하고 생산성을 높이는 것이,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0651,그러나 아직도 몇몇 대형 업체를 제외하고는 금형교환을 인력이나 재래식 방법으로 행,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0652,이러한 재래식 방법은 가공시설물의 손상은 물론 금형의 파손이나 정도를 떨어뜨려,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0653,생산계획과 출하일정에 막대한 차질은 물론 안전사고를 불러오기도 하며 보관방법의 잘못으로 금형을,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0654,"● 또한 금형 탈, 부착에 소요되는 시간과 인력의 낭비는 생산비용을 높이는 요인이 되어왔으며, 금형낙하에",kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0655,"의한 협착, 요통 등 근골격계질환 위험 등의 위험요인도 있다.",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0656,"금형교환 작업시 수작업을 배제하고 볼트해체 및 체결작업 중 금형의 낙하 및 협착위험 제거, 금형교환 작업",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0657,시간을 단축시키기 위한 장치가 금형교환장치(Q.D.C ;Quick Die Changing system)이다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0658,금형 교환장치 (Q.D.C)란?,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0659,- 인력으로 금형 투입 및 조정작업 중 협착 위험,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0660,- 인력으로 상/하 금형을 볼트 체결 고정 시 금형 낙하 및 근골격계질환 발생 위험,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0661,- 가이드 리프트 및 롤을 이용하여 안전하고 쉽게 금형운반 및 조정 작업 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0662,- 유압 크램프를 사용하여 쉽고 안전한 금형체결 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
